time_s,V_load_V,I_mA,P_mW,UVA,UVB,UVC
43.65,-0.000,-0.1,0.0,2.656,2.953,1.297
43.81,0.000,0.0,0.0,2.656,2.953,1.297
43.98,-0.000,-0.1,0.0,2.656,2.953,1.297
44.15,-0.000,0.0,0.0,2.656,2.953,1.297
44.32,-0.000,0.0,0.0,2.656,2.953,1.297
44.49,-0.000,0.0,0.0,2.656,2.953,1.297
44.66,-0.000,-0.0,0.0,2.656,2.953,1.297
44.83,-0.000,0.0,0.0,2.656,2.953,1.297
45.00,-0.000,-0.0,0.0,2.656,2.953,1.297
45.17,0.000,-0.1,0.0,2.656,2.953,1.297
45.34,-0.000,0.0,0.0,2.656,2.953,1.297
45.51,-0.000,0.0,0.0,2.656,2.953,1.297
45.68,0.000,0.0,0.0,2.656,2.953,1.297
45.85,0.000,-0.0,0.0,2.656,2.953,1.297
46.01,-0.000,-0.1,0.0,2.656,2.953,1.297
46.18,-0.000,-0.0,0.0,2.656,2.953,1.297
46.35,-0.000,-0.0,0.0,2.656,2.953,1.297
46.52,-0.000,-0.1,0.0,2.656,2.953,1.297
46.69,-0.000,-0.0,0.0,2.656,2.953,1.297
46.86,-0.000,-0.1,0.0,2.656,2.953,1.297
47.03,-0.000,-0.0,0.0,2.656,2.953,1.297
47.20,0.000,-0.0,0.0,2.656,2.953,1.297
47.37,0.000,-0.1,0.0,2.656,2.953,1.297
47.54,0.000,-0.0,0.0,2.656,2.953,1.297
47.71,0.000,0.0,0.0,2.656,2.953,1.297
47.88,-0.000,-0.0,0.0,2.656,2.953,1.297
48.04,-0.000,-0.0,0.0,2.656,2.953,1.297
48.21,-0.000,-0.1,0.0,2.656,2.953,1.297
48.38,-0.000,-0.1,0.0,2.656,2.953,1.297
48.55,0.000,-0.0,0.0,2.656,2.953,1.297
48.72,-0.000,0.0,0.0,2.656,2.953,1.297
48.89,0.000,0.0,0.0,2.656,2.953,1.297
49.06,-0.000,0.0,0.0,2.656,2.953,1.297
49.23,0.000,-0.0,0.0,2.656,2.953,1.297
49.40,0.000,-0.0,0.0,2.656,2.953,1.297
49.56,0.000,-0.0,0.0,2.656,2.953,1.297
49.74,-0.000,-0.0,0.0,2.656,2.953,1.297
49.90,0.000,-0.0,0.0,2.656,2.953,1.297
50.07,-0.000,-0.0,0.0,2.656,2.953,1.297
50.24,0.000,0.0,0.0,2.656,2.953,1.297
50.41,-0.000,-0.0,0.0,2.656,2.953,1.297
50.58,-0.000,0.0,0.0,2.656,2.953,1.297
50.75,-0.000,-0.0,0.0,2.656,2.953,1.297
50.92,0.000,0.0,0.0,2.656,2.953,1.297
51.09,0.000,-0.0,0.0,2.656,2.953,1.297
51.26,0.000,-0.0,0.0,2.656,2.953,1.297
51.43,0.000,-0.0,0.0,2.656,2.953,1.297
51.60,0.000,-0.1,0.0,2.656,2.953,1.297
51.77,-0.000,0.0,0.0,2.656,2.953,1.297
51.94,0.000,0.0,0.0,2.656,2.953,1.297
52.10,-0.000,-0.0,0.0,2.656,2.953,1.297
52.27,0.000,0.0,0.0,2.656,2.953,1.297
52.44,-0.000,-0.0,0.0,2.656,2.953,1.297
52.61,-0.000,-0.0,0.0,2.656,2.953,1.297
52.78,-0.000,-0.1,0.0,2.656,2.953,1.297
52.95,0.000,0.0,0.0,2.656,2.953,1.297
53.12,0.000,-0.0,0.0,2.656,2.953,1.297
53.29,-0.000,-0.0,0.0,2.656,2.953,1.297
53.46,-0.000,-0.1,0.0,2.656,2.953,1.297
53.63,-0.000,-0.0,0.0,2.656,2.953,1.297
